,vehicle_id,origin,time_at_origin,next_stop,arrival_time_at_next_Stop,distance,peak,time_of_day,mode,temp,humidity,cloudCover,visibility,weekend,prediction_correct,status
2406,LK16DDO,Swan Road,2018-11-08 20:08:41+00:00,The Green,2018-11-08 20:09:30+00:00,325,yes,Evening,bus,12.51,0.82,0.85,10.01,no,yes,-0.18333333333333332
3273,LK58KHU,Mill Road,2018-11-08 21:15:09+00:00,The Green,2018-11-08 21:15:58+00:00,315,no,Night,bus,8.91,0.85,0.19,10.01,no,yes,-0.18333333333333332
2585,LK16DDX,Swan Road,2018-11-09 11:42:52+00:00,The Green,2018-11-09 11:43:49+00:00,325,no,Morning,bus,12.61,0.84,0.84,10.01,no,yes,-0.05
1908,LK08FNE,Swan Road,2018-11-09 13:56:30+00:00,The Green,2018-11-09 13:57:22+00:00,325,no,Afternoon,bus,13.62,0.71,0.62,10.01,no,no,-0.13333333333333333
1931,LK08FNE,Mill Road,2018-11-09 14:44:43+00:00,The Green,2018-11-09 14:45:43+00:00,315,no,Afternoon,bus,12.91,0.69,0.61,10.01,no,no,0.0
2374,LK16DDO,Mill Road,2018-11-09 15:47:18+00:00,The Green,2018-11-09 15:48:23+00:00,315,no,Afternoon,bus,12.53,0.69,0.44,10.01,no,yes,0.08333333333333333
2040,LK16DDJ,Mill Road,2018-11-09 16:44:57+00:00,The Green,2018-11-09 16:46:06+00:00,315,yes,Afternoon,bus,11.97,0.72,0.4,10.01,no,yes,0.15
4505,YX10BFM,Swan Road,2018-11-09 18:31:09+00:00,The Green,2018-11-09 18:32:04+00:00,325,yes,Evening,bus,12.15,0.71,0.48,10.01,no,yes,-0.08333333333333333
3569,SN09CFY,Swan Road,2018-11-09 19:36:58+00:00,The Green,2018-11-09 19:37:50+00:00,325,no,Evening,bus,11.68,0.78,0.75,9.95,no,no,-0.13333333333333333
4129,YX10BFE,Swan Road,2018-11-09 23:13:24+00:00,The Green,2018-11-09 23:14:02+00:00,325,no,Night,bus,11.18,0.92,0.89,6.57,no,yes,-0.36666666666666664
2799,LK16DDZ,Mill Road,2018-11-09 23:38:35+00:00,The Green,2018-11-09 23:39:27+00:00,315,no,Night,bus,11.14,0.92,0.86,7.34,no,yes,-0.13333333333333333
3158,LK16DFA,Swan Road,2018-11-10 12:42:22+00:00,The Green,2018-11-10 12:43:09+00:00,325,no,Morning,bus,13.72,0.8,0.6,10.01,yes,yes,-0.21666666666666667
3802,SN09CGK,Swan Road,2018-11-10 13:35:51+00:00,The Green,2018-11-10 13:36:43+00:00,325,no,Afternoon,bus,13.6,0.77,0.89,10.01,yes,yes,-0.13333333333333333
1715,LK08FND,Mill Road,2018-11-10 14:31:12+00:00,The Green,2018-11-10 14:32:02+00:00,315,no,Afternoon,bus,12.82,0.78,0.54,10.01,yes,yes,-0.16666666666666666
1379,LK08FLG,Mill Road,2018-11-10 15:20:37+00:00,The Green,2018-11-10 15:21:22+00:00,315,no,Afternoon,bus,12.09,0.81,0.63,10.01,yes,yes,-0.25
3119,LK16DFA,Mill Road,2018-11-10 17:28:13+00:00,The Green,2018-11-10 17:29:41+00:00,315,no,Evening,bus,10.69,0.88,0.76,8.27,yes,yes,0.4666666666666667
2495,LK16DDU,Mill Road,2018-11-10 18:31:39+00:00,The Green,2018-11-10 18:32:55+00:00,315,no,Evening,bus,10.21,0.9,0.75,7.18,yes,no,0.26666666666666666
929,LK08FLD,Mill Road,2018-11-10 19:57:01+00:00,The Green,2018-11-10 19:57:51+00:00,315,no,Evening,bus,10.09,0.9,0.69,9.21,yes,no,-0.16666666666666666
1829,LK08FND,Roseary Close,2018-11-10 20:54:55+00:00,The Green,2018-11-10 20:56:00+00:00,645,no,Night,bus,10.17,0.92,0.73,9.88,yes,no,0.08333333333333333
4184,YX10BFF,Swan Road,2018-11-10 22:09:48+00:00,The Green,2018-11-10 22:10:57+00:00,325,no,Night,bus,10.18,0.92,0.89,8.72,yes,yes,0.15
4606,YX10BFM,Magnolia Street,2018-11-10 23:16:11+00:00,The Green,2018-11-10 23:17:32+00:00,865,no,Night,bus,10.01,0.93,0.75,8.74,yes,no,0.35
1870,LK08FND,Mill Road,2018-11-11 00:12:52+00:00,The Green,2018-11-11 00:13:25+00:00,315,no,Night,bus,10.19,0.92,0.75,8.87,yes,yes,-0.45
4243,YX10BFK,Mill Road,2018-11-11 14:17:41+00:00,The Green,2018-11-11 14:18:41+00:00,315,no,Afternoon,bus,12.99,0.67,0.89,10.01,yes,yes,0.0
2546,LK16DDX,Mill Road,2018-11-11 15:58:46+00:00,The Green,2018-11-11 15:59:38+00:00,315,no,Afternoon,bus,11.98,0.73,0.19,10.01,yes,yes,-0.13333333333333333
1160,LK08FLE,Mill Road,2018-11-11 16:55:45+00:00,The Green,2018-11-11 16:57:14+00:00,315,no,Afternoon,bus,11.18,0.76,0.19,10.01,yes,yes,0.48333333333333334
4307,YX10BFK,Swan Road,2018-11-11 19:32:28+00:00,The Green,2018-11-11 19:33:18+00:00,325,no,Evening,bus,9.74,0.82,0.89,10.01,yes,yes,-0.16666666666666666
1100,LK08FLD,Mill Road,2018-11-11 20:52:18+00:00,The Green,2018-11-11 20:52:23+00:00,315,no,Night,bus,9.31,0.84,0.19,10.01,yes,no,-0.9166666666666666
3293,LK65EAA,Roseary Close,2018-11-11 21:32:47+00:00,The Green,2018-11-11 21:34:10+00:00,645,no,Night,bus,9.24,0.86,0.31,10.01,yes,yes,0.38333333333333336
1075,LK08FLD,Swan Road,2018-11-11 23:35:08+00:00,The Green,2018-11-11 23:36:02+00:00,325,no,Night,bus,10.07,0.86,0.8,10.01,yes,yes,-0.1
3201,LK16DFC,Mill Road,2018-11-12 09:02:15+00:00,The Green,2018-11-12 09:03:36+00:00,315,no,Morning,bus,11.08,0.92,0.38,10.01,no,no,0.35
3425,LK65EAM,Swan Road,2018-11-12 10:06:09+00:00,The Green,2018-11-12 10:07:01+00:00,325,no,Morning,bus,11.31,0.82,0.58,10.01,no,yes,-0.13333333333333333
2932,LK16DEU,Swan Road,2018-11-12 10:54:24+00:00,The Green,2018-11-12 10:55:02+00:00,325,no,Morning,bus,12.37,0.8,0.39,10.01,no,yes,-0.36666666666666664
4095,YX10BFE,Swan Road,2018-11-12 11:43:56+00:00,The Green,2018-11-12 11:44:49+00:00,325,no,Morning,bus,13.54,0.75,0.89,10.01,no,yes,-0.11666666666666667
2175,LK16DDL,Swan Road,2018-11-12 12:32:47+00:00,The Green,2018-11-12 12:33:31+00:00,325,no,Afternoon,bus,14.04,0.74,0.48,10.01,no,no,-0.26666666666666666
2141,LK16DDL,Swan Road,2018-11-12 14:45:56+00:00,The Green,2018-11-12 14:46:35+00:00,325,no,Afternoon,bus,13.02,0.73,0.56,10.01,no,no,-0.35
1785,LK08FND,Swan Road,2018-11-12 15:44:58+00:00,The Green,2018-11-12 15:45:52+00:00,325,no,Afternoon,bus,12.28,0.76,0.47,10.01,no,yes,-0.1
3624,SN09CFY,Roseary Close,2018-11-12 18:34:44+00:00,The Green,2018-11-12 18:36:27+00:00,645,yes,Evening,bus,10.97,0.82,0.24,10.01,no,yes,0.7166666666666667
4219,YX10BFF,Swan Road,2018-11-12 21:18:43+00:00,The Green,2018-11-12 21:19:00+00:00,325,yes,Night,bus,10.17,0.87,0.89,10.01,no,no,-0.7166666666666667
2243,LK16DDN,Swan Road,2018-11-13 13:57:43+00:00,The Green,2018-11-13 13:57:59+00:00,325,yes,Afternoon,bus,13.55,0.65,0.44,10.01,no,yes,-0.7333333333333333
3829,YX09FLB,Mill Road,2018-11-13 16:19:23+00:00,The Green,2018-11-13 16:20:36+00:00,315,yes,Afternoon,bus,11.55,0.72,0.89,10.01,no,yes,0.21666666666666667
3869,YX09FLB,Swan Road,2018-11-13 17:42:13+00:00,The Green,2018-11-13 17:42:58+00:00,325,no,Evening,bus,11.03,0.78,0.89,10.01,no,yes,-0.25
3770,SN09CGG,Swan Road,2018-11-13 18:38:32+00:00,The Green,2018-11-13 18:39:16+00:00,325,yes,Evening,bus,11.07,0.81,0.89,10.01,no,yes,-0.26666666666666666
4840,YX58DUA,Swan Road,2018-11-13 19:30:04+00:00,The Green,2018-11-13 19:31:17+00:00,325,no,Evening,bus,10.82,0.83,0.27,10.01,no,yes,0.21666666666666667
1512,LK08FLZ,Roseary Close,2018-11-13 22:58:14+00:00,The Green,2018-11-13 22:59:05+00:00,645,no,Night,bus,9.96,0.88,0.53,10.01,no,yes,-0.15
817,LK08FLD,Mill Road,2018-11-14 15:41:43+00:00,The Green,2018-11-14 15:41:52+00:00,315,no,Afternoon,bus,13.22,0.69,0.75,10.01,no,yes,-0.85
2695,LK16DDZ,Mill Road,2018-11-14 16:51:31+00:00,The Green,2018-11-14 16:52:37+00:00,315,no,Afternoon,bus,11.28,0.78,0.28,10.01,no,no,0.1
1496,LK08FLZ,Swan Road,2018-11-14 19:00:42+00:00,The Green,2018-11-14 19:01:32+00:00,325,yes,Evening,bus,10.51,0.87,0.68,9.99,no,yes,-0.16666666666666666
1547,LK08FMV,Swan Road,2018-11-14 19:50:33+00:00,The Green,2018-11-14 19:51:20+00:00,325,no,Evening,bus,10.67,0.87,0.74,9.91,no,yes,-0.21666666666666667
652,LK08FKV,Swan Road,2018-11-14 20:29:59+00:00,The Green,2018-11-14 20:30:34+00:00,325,no,Night,bus,10.51,0.9,0.61,8.5,no,yes,-0.4166666666666667
1602,LK08FMX,Mill Road,2018-11-14 21:56:45+00:00,The Green,2018-11-14 21:57:10+00:00,315,no,Night,bus,10.57,0.93,0.61,5.41,no,yes,-0.5833333333333334
2609,LK16DDY,Mill Road,2018-11-14 23:11:03+00:00,The Green,2018-11-14 23:12:09+00:00,315,no,Night,bus,10.24,0.97,0.68,3.78,no,yes,0.1
2675,LK16DDY,Swan Road,2018-11-15 00:13:20+00:00,The Green,2018-11-15 00:14:05+00:00,325,no,Night,bus,10.78,0.99,0.99,3.65,no,yes,-0.25
1234,LK08FLE,Mill Road,2018-11-15 11:11:19+00:00,The Green,2018-11-15 11:12:11+00:00,315,no,Morning,bus,13.97,0.88,0.9,7.79,no,yes,-0.13333333333333333
3459,LK65EAP,Swan Road,2018-11-15 12:43:50+00:00,The Green,2018-11-15 12:44:21+00:00,325,no,Afternoon,bus,14.15,0.87,0.96,6.47,no,yes,-0.48333333333333334
3395,LK65EAM,Swan Road,2018-11-15 16:03:36+00:00,The Green,2018-11-15 16:04:43+00:00,325,no,Afternoon,bus,13.71,0.89,0.79,7.77,no,yes,0.11666666666666667
3687,SN09CGF,Mill Road,2018-11-15 16:31:04+00:00,The Green,2018-11-15 16:32:22+00:00,315,yes,Afternoon,bus,13.18,0.91,0.89,5.83,no,yes,0.3
3930,YX10BFA,Mill Road,2018-11-15 18:07:51+00:00,The Green,2018-11-15 18:08:58+00:00,315,yes,Evening,bus,12.31,0.91,0.89,4.7,no,yes,0.11666666666666667
1968,LK09EKU,Swan Road,2018-11-15 19:13:21+00:00,The Green,2018-11-15 19:14:10+00:00,325,no,Evening,bus,11.86,0.94,0.96,4.15,no,yes,-0.18333333333333332
2071,LK16DDJ,Mill Road,2018-11-15 21:35:11+00:00,The Green,2018-11-15 21:35:52+00:00,315,no,Night,bus,11.03,0.94,1.0,2.22,no,yes,-0.31666666666666665
1271,LK08FLF,Swan Road,2018-11-16 12:57:14+00:00,The Green,2018-11-16 12:58:13+00:00,325,no,Afternoon,bus,10.12,0.97,1.0,4.07,no,yes,-0.016666666666666666
2100,LK16DDL,Mill Road,2018-11-16 13:30:50+00:00,The Green,2018-11-16 13:32:01+00:00,315,no,Afternoon,bus,10.03,0.95,1.0,2.78,no,yes,0.18333333333333332
4146,YX10BFF,Swan Road,2018-11-17 14:56:09+00:00,The Green,2018-11-17 14:57:14+00:00,325,no,Afternoon,bus,10.89,0.7,0.89,10.01,yes,yes,0.08333333333333333
897,LK08FLD,Mill Road,2018-11-17 19:13:40+00:00,The Green,2018-11-17 19:14:32+00:00,315,no,Evening,bus,12.02,0.93,0.88,8.29,yes,yes,-0.13333333333333333
599,LK08FKV,Swan Road,2018-11-17 20:14:53+00:00,The Green,2018-11-17 20:15:41+00:00,325,no,Night,bus,8.64,0.81,0.45,10.01,yes,yes,-0.2
621,LK08FKV,Mill Road,2018-11-17 20:52:41+00:00,The Green,2018-11-17 20:52:59+00:00,315,no,Evening,bus,7.02,0.8,0.44,10.01,yes,no,-0.7
2966,LK16DEU,Swan Road,2018-11-17 21:35:43+00:00,The Green,2018-11-17 21:36:31+00:00,325,no,Night,bus,7.29,0.71,0.42,10.01,yes,yes,-0.2
4440,YX10BFM,Swan Road,2018-11-18 15:14:22+00:00,The Green,2018-11-18 15:15:11+00:00,325,no,Afternoon,bus,12.15,0.88,0.75,10.01,yes,no,-0.18333333333333332
790,LK08FKW,Swan Road,2018-11-18 18:52:58+00:00,The Green,2018-11-18 18:54:02+00:00,325,no,Evening,bus,8.54,0.97,0.91,5.99,yes,no,0.06666666666666667
4471,YX10BFM,Swan Road,2018-11-18 19:07:41+00:00,The Green,2018-11-18 19:08:40+00:00,325,no,Evening,bus,10.46,0.9,0.72,10.01,yes,yes,-0.016666666666666666
4570,YX10BFM,Swan Road,2018-11-18 20:55:29+00:00,The Green,2018-11-18 20:55:58+00:00,325,no,Night,bus,7.73,0.92,0.88,10.01,yes,yes,-0.5166666666666667
4532,YX10BFM,Mill Road,2018-11-18 21:35:16+00:00,The Green,2018-11-18 21:36:03+00:00,315,no,Night,bus,7.58,0.91,0.8,10.01,yes,yes,-0.21666666666666667
4584,YX10BFM,Swan Road,2018-11-18 22:36:57+00:00,The Green,2018-11-18 22:38:02+00:00,325,no,Night,bus,7.62,0.92,0.85,10.01,yes,yes,0.08333333333333333
4672,YX10BFN,Mill Road,2018-11-19 11:27:07+00:00,The Green,2018-11-19 11:28:08+00:00,315,no,Morning,bus,7.77,0.77,0.72,10.01,no,yes,0.016666666666666666
5161,LK16DEU,Mill Road,2018-11-19 13:57:35+00:00,The Green,2018-11-19 13:58:41+00:00,315,no,Afternoon,bus,7.99,0.72,0.51,10.01,no,no,0.1
2208,LK16DDN,Swan Road,2018-11-19 15:54:13+00:00,The Green,2018-11-19 15:54:27+00:00,325,no,Afternoon,bus,7.16,0.78,0.53,10.01,no,yes,-0.7666666666666667
4281,YX10BFK,Swan Road,2018-11-19 16:55:46+00:00,The Green,2018-11-19 16:56:40+00:00,325,yes,Afternoon,bus,6.69,0.78,0.89,10.01,no,yes,-0.1
993,LK08FLD,Mill Road,2018-11-19 17:34:28+00:00,The Green,2018-11-19 17:35:13+00:00,315,yes,Evening,bus,6.09,0.81,0.58,9.7,no,yes,-0.25
962,LK08FLD,Mill Road,2018-11-19 19:42:31+00:00,The Green,2018-11-19 19:43:28+00:00,315,no,Evening,bus,5.29,0.87,0.75,9.7,no,yes,-0.05
2894,LK16DEU,Mill Road,2018-11-21 12:22:09+00:00,The Green,2018-11-21 12:23:09+00:00,315,no,Afternoon,bus,7.24,0.69,0.43,10.01,no,no,0.0
1755,LK08FND,Swan Road,2018-11-21 13:56:29+00:00,The Green,2018-11-21 13:57:17+00:00,325,no,Afternoon,bus,7.06,0.67,0.48,10.01,no,no,-0.2
2467,LK16DDU,Swan Road,2018-11-21 20:59:50+00:00,The Green,2018-11-21 21:00:32+00:00,325,no,Night,bus,2.37,0.85,0.75,7.53,no,yes,-0.3
2274,LK16DDN,Swan Road,2018-11-22 12:23:51+00:00,The Green,2018-11-22 12:25:16+00:00,325,no,Morning,bus,4.87,0.9,0.83,3.17,no,yes,0.4166666666666667
2771,LK16DDZ,Swan Road,2018-11-22 14:43:25+00:00,The Green,2018-11-22 14:44:16+00:00,325,no,Afternoon,bus,5.59,0.88,0.83,3.33,no,yes,-0.15
704,LK08FKW,Mill Road,2018-11-22 15:56:47+00:00,The Green,2018-11-22 15:57:54+00:00,315,no,Afternoon,bus,5.26,0.91,0.85,3.17,no,yes,0.11666666666666667
4337,YX10BFL,Swan Road,2018-11-22 19:59:54+00:00,The Green,2018-11-22 20:00:43+00:00,325,no,Evening,bus,4.85,0.91,0.89,3.91,no,yes,-0.18333333333333332
3359,LK65EAF,Swan Road,2018-11-23 12:35:54+00:00,The Green,2018-11-23 12:36:42+00:00,325,no,Afternoon,bus,8.08,0.92,0.98,4.28,no,yes,-0.2
759,LK08FKW,Swan Road,2018-11-23 13:35:25+00:00,The Green,2018-11-23 13:36:14+00:00,325,no,Afternoon,bus,8.08,0.92,0.95,4.51,no,no,-0.18333333333333332
1129,LK08FLD,Mill Road,2018-11-23 20:37:30+00:00,The Green,2018-11-23 20:38:38+00:00,315,no,Night,bus,7.78,0.92,0.79,4.47,no,yes,0.13333333333333333
4395,YX10BFL,Mill Road,2018-11-23 21:35:14+00:00,The Green,2018-11-23 21:35:30+00:00,315,no,Night,bus,7.9,0.91,0.89,4.26,no,yes,-0.7333333333333333
4029,YX10BFE,Mill Road,2018-11-24 12:40:22+00:00,The Green,2018-11-24 12:41:21+00:00,315,no,Afternoon,bus,8.77,0.84,0.89,8.16,yes,yes,-0.016666666666666666
3998,YX10BFE,Mill Road,2018-11-24 16:38:32+00:00,The Green,2018-11-24 16:40:08+00:00,315,no,Afternoon,bus,7.87,0.83,0.89,8.77,yes,yes,0.6
4051,YX10BFE,Swan Road,2018-11-24 17:54:31+00:00,The Green,2018-11-24 17:55:11+00:00,325,no,Afternoon,bus,7.71,0.83,0.89,9.41,yes,yes,-0.3333333333333333
2340,LK16DDN,Roseary Close,2018-11-24 20:51:57+00:00,The Green,2018-11-24 20:53:18+00:00,645,no,Night,bus,7.71,0.79,0.97,9.67,yes,no,0.35
2306,LK16DDN,Swan Road,2018-11-24 21:52:15+00:00,The Green,2018-11-24 21:53:06+00:00,325,no,Night,bus,7.63,0.82,0.9,8.63,yes,yes,-0.15
2432,LK16DDU,Swan Road,2018-11-25 12:31:58+00:00,The Green,2018-11-25 12:33:03+00:00,325,no,Afternoon,bus,8.14,0.79,0.8,9.87,yes,yes,0.08333333333333333
4873,YX58DUH,Swan Road,2018-11-25 17:16:21+00:00,The Green,2018-11-25 17:17:16+00:00,325,no,Evening,bus,7.33,0.78,0.86,10.01,yes,yes,-0.08333333333333333
4353,YX10BFL,Mill Road,2018-11-25 20:36:00+00:00,The Green,2018-11-25 20:37:18+00:00,315,no,Night,bus,6.22,0.85,0.89,10.01,yes,yes,0.3
684,LK08FKV,Swan Road,2018-11-26 12:54:34+00:00,The Green,2018-11-26 12:55:31+00:00,325,no,Afternoon,bus,7.76,0.78,0.75,10.01,no,yes,-0.05
1650,LK08FMY,Mill Road,2018-11-26 17:00:22+00:00,The Green,2018-11-26 17:01:19+00:00,315,yes,Evening,bus,7.15,0.83,0.75,10.01,no,no,-0.05
1404,LK08FLV,Mill Road,2018-11-26 21:15:45+00:00,The Green,2018-11-26 21:16:43+00:00,315,no,Night,bus,5.43,0.89,0.59,9.33,no,no,-0.03333333333333333
865,LK08FLD,Mill Road,2018-11-27 16:39:09+00:00,The Green,2018-11-27 16:40:25+00:00,315,yes,Afternoon,bus,8.47,0.91,0.82,8.16,no,yes,0.26666666666666666
3221,LK58KHL,Mill Road,2018-11-30 11:58:21+00:00,The Green,2018-11-30 11:59:22+00:00,315,no,Morning,bus,11.47,0.72,0.19,10.01,no,no,0.016666666666666666
